犬が、居ぬ。,2.0,2
『柴犬は、絶対しばけん !! 』,2.0,2
ネコが、寝込んだ！,2.6,3
熊を、かくまう！,2.5,2
猿が、去る。,1.0,1
虎が、Try !!,3.0,3
白鳥が吐く、腸 !!,2.0,3
ミミズの、飲み水！,3.0,3
船乗りのフレンドシップ !!（ship）,2.5,2
『このワイヤーは、卑猥やー !! 』,2.0,2
軍人さんが、ヒゲ剃るジャー !!（soldier）,3.0,4
ホコリは、出すときりがない。（dust）,3.0,2
酸素は、大きい資源だ !!（oxygen）,3.5,2
梱包図を、compose !!（構図する）,3.0,2
援助交際でエンジョイ！,1.5,2
捺印は、ナッツイン !!,4.0,1
欧米に、obey せよ !!（従え）,3.0,2
寺院で買った、ジーンズ !!,3.0,4
18禁の、18金ネックレス !!,1.0,1
ニット帽で、日当10000円。,3.0,1
このミカンは、まだ未完成 !!,4.0,2
このキノコは、生き残りかっ !!,1.0,1
栗、喰いまくり!!,1.5,2
レバー食べれば ? ,1.5,2
皿うどんをかっさらう、ドン。,1.0,1
ソーセージを食う、双生児 !!,2.0,1
ぜんざいを、全財産で買う !!,2.0,1
納豆食うのは、納得いかん !!,1.5,2
うおーっ、鯛が食べたい !!,1.0,1
仁義無きジンギスカン !!,3.0,3
スイカは安いか ? ,1.0,1
おにぎりで、鬼斬り ！！,2.0,2
豆は、箸ではつまめん。,1.0,1
ハッカが、自然発火 !!,3.0,1
カラメルソースを絡める,2.0,1
重水素入りジュース。,1.0,1
ワインが怖いん？,3.0,2
ビールを頭から、浴び～る !!,4.0,1
利休も、たまにはリキュール！,3.6,3
森高千里、背水のジン！,4.0,1
Ａ：『あそこの料理屋、魚食べ放題らしいぜ。』Ｂ：『フッ、まさかな・・・。』,3.3,3
食堂の常連客：『あれっ ? タカナピラフなんて、あったかなぁ ? 』,3.0,1
女子高生Ａ：『朝食って、これだけ？』女子高生Ｂ：『超～ショック !! 』,3.3,6
イランは、手に入らん !!,1.0,1
インド製のブラインド !!,2.5,2
オランダには誰もおらんだ !!,3.0,2
カナダ人の、酒のサカナだ !!,1.0,1
キューバを、緊急爆破？！,2.5,2
Ａ：『タイに行きたい !! 』Ｂ：『・・・痛い目に遭うぜ !! 』,1.0,1
このチャイナドレス、ちょっとちっちゃいな。,3.6,5
朝鮮旅行に、初挑戦 !!,1.0,1
このドイツ人と、同一人物！,1.0,1
トルコの、スペースシャトル工場 !!,1.0,1
ナイジェリアは、無いじぇりあ !!,1.0,1
ブラジル特製の、油汁 !!,1.0,1
フランスでは、雪は降らんス !!,2.0,2
メキシコ人の、メッキ志向 !!,4.0,2
ロシアに、ろ紙在り !! ,2.5,2
Ａ：『あいつ、パリに行ったらしいぜ。』Ｂ：『やっぱり、そうか・・・。』,2.0,1
イヌイットのペットは、犬1頭。,3.8,8
Ａ：『東南アジアでは、盗難に注意！』Ｂ：『えっ？　それって、本当なん？』,1.0,2
『関税は、払わなあかんぜー !! 』,2.0,1
『南海電車は、何か、いいぃ～～っ !! 』,3.6,8
『釧路に行くなら、早くしろ !! 』,4.0,1
『秋田は、もう飽きた !! 』,1.0,2
『福島で、降伏します・・・。』,2.0,1
千葉で、落ち葉拾い。,2.0,1
奈良人の、歯並び。,3.0,3
島根の年増姉さん。,2.0,1
『軟骨、何個ついてる・・・ ?! 』,3.0,3
内臓が、無いぞう！,2.0,2
ブスのギブス！,3.0,1
心肺機能が、心配だ・・・。,3.0,1
板東英二の、バンドエイジ。,4.0,1
ドナーが見つかればいいけどなぁ・・・。,3.0,1
湿布を貼り合う、フレンドシップ。,4.0,1
『君、内科へ行かないか ?! 』,1.0,1
外科の上下関係,2.5,2
イカす、胃下垂。,3.0,2
女医と、エンジョイ。,3.8,7
Top Level の、突風 !!,1.0,1
『残暑って、何ざんしょ ? 』,2.0,1
猛暑のスローモーション !!,1.0,1
Ａ：『あんた、運送会社の人 ? 』Ｂ：『うん、そう。』,3.0,4
Ａ：『この荷物、配送して下さい。 』Ｂ：『はい、そうですか。』,3.3,3
弁護士が、便後、死・・・。,3.2,4
牧師の趣味は、ボクシング !!,3.0,3
『教会に行くのは、今日かい？』,2.0,2
『板前さん、しばらくそこに居たまえ。』,3.5,7
『ボクサーは、僕さ！』,1.0,1
ダンサーの優柔不断さ・・・。,2.0,1
週６で収録！,2.3,3
『代数幾何、大好きか ?! 』,3.0,2
『地理は、バッチリ !! 』,3.0,5
東芝の、凍死ババァ！！,3.0,2
アーノルド・手話ルツネガー,3.0,2
ニコラス刑事,2.0,2
レオナルド・刑事プリオ,1.5,2
『電子レンジにチャレンジ !! 』,1.0,1
細胞研究用サイボーグ !!,2.0,2
ドラムは、うちのドラ息子。,2.0,1
Ａ：『山田君が、山で遭難したらしいな・・・。』Ｂ：『・・・そうなん・・・? 』,1.0,1
馬車が、池にバシャッ !!,1.0,1
えんま大王特製「煙幕」!!,1.0,1
ガキの、能書き !!,2.5,2
子供　　　　：『おばあちゃん、なんでメガネかけてるの ? 』おばあちゃん：『あたしゃ目がねぇ・・・・。』,2.5,2
『先祖の供養なんか、誰もせんぞ !! 』,2.7,4
『バインダーがないと、ヤバいんだ～！』,3.0,6
『このイスは、使い過ぎ !! 』,2.5,2
欧州から、押収。,2.6,3
『強制送還、今日せぇや !! 』,3.0,3
Ａ：『やっぱり、盗難防止には、カギをかけるに限る !! 』Ｂ：『しかし、泥棒にカギのありかを嗅ぎ付けられたらやばいぜ !! 』,2.5,2
ホウキを、放棄 !!,1.0,1
『コンドルは乗客いっぱいで、混んどるのう・・・。』,1.0,1
カビに対して過敏症！,2.0,1
『電話は、誰もでんわ・・・。』,3.0,2
カニは、必ずどこかにいる。,1.5,2
『このタイヤ、買いたいヤツいる ? 』,1.0,2
『トイレに行っといレ !! 』,2.0,2
凡才の、盆栽 !!,2.0,1
幽霊の言う、例 !!,2.0,1
クズ山が、崩れる !!,1.0,1
コンパで、疲労困憊 !!,2.8,5
中傷企業,2.0,1
『早く旋回せんかい !! 』,3.4,10
テントで、店頭販売 ！！,2.7,4
世界中の怪獣 !!,2.6,3
解読書は、お買い得 !!,3.0,1
ランプを持って、知らんぷり !!,3.0,1
『一億円は、一応食えん !! 』,3.0,2
『柱の上を走らないこと !! 』,2.0,1
『トロイカは、とろいか ? 』,2.0,1
令嬢の、逮捕令状 !!,2.0,1
コケシの、ズッコケシーン !!,1.0,1
『塗装を、落とそう !! 』,2.0,2
『下駄箱に何が入ってるかな・・・・・ ?　げっ、タバコだっ !! 』,3.0,2
フェンスで、ディフェンス !!,2.5,2
『オレ、大使になりたいしー・・・。』,2.0,2
寄生虫は、ただいま帰省中 !!,3.4,5
剣山を持って、『ただいま見参 !! 』,1.0,1
